Дата;Наименование препарата как у нас;Наименование препарата как у аптеки;Наименование АС;Ссылка на препарат;Город;Цена
24-03-2022;;Oral-B Precision Clean насадка для электрической зубной щетки 3 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;1 552 ₽
24-03-2022;;Oral-B Kids детская электрическая зубная щетка Холодное Сердце;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;5 869 ₽
24-03-2022;;Oral-B сменные насадки для электрических зубных щеток Precision Clean для эффективной чистки 2 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;1 964 ₽
24-03-2022;;Oral-B сменные насадки для электрических щеток Trizone 2 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;1 672 ₽
24-03-2022;;Oral-B Pro-Expert нить зубная 25 м;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;596 ₽
24-03-2022;;Oral-B сменные насадки для электрических зубных щеток Precision Clean 2 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;1 564 ₽
24-03-2022;;Oral-B зубная щетка зеленый чай экстра;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;376 ₽
24-03-2022;;Oral-B Kids cменные насадки для электрической зубной щетки Холодное сердце 2 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;1 738 ₽
24-03-2022;;Oral-B Super Floss нить зубная 50 м;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;760 ₽
24-03-2022;;Oral-B Pro-Expert щетка зубная средняя Экстра 2 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;462 ₽
24-03-2022;;Нолипрел А-Би-Форте таблетки 10 мг +2,5 мг 30 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;1 535 ₽
24-03-2022;;Oral-B Vitality Sensitive щетка зубная электрическая клин D12;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;2 944 ₽
24-03-2022;;Oral-B Kids cменные насадки для электрической зубной щетки с героями Disney 2 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;1 903 ₽
24-03-2022;;Oral-B электрическая зубная щетка Stages Power Микки;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;3 348 ₽
24-03-2022;;Oral-B Pro-Expert Clinic Line Ortho зубная щетка;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;507 ₽
24-03-2022;;Oral-B набор ProExpert Clinic Line Interdental щетка межзубная 1 шт + ёршики 2 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;566 ₽
24-03-2022;;Oral-B 3D White насадки для зубной щетки 2 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;1 462 ₽
24-03-2022;;Oral-B детская электрическая зубная щетка Stages Power D12.513К;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;3 598 ₽
24-03-2022;;Oral-B cменные насадки для электрических зубных щеток Floss Aсtion для глубокой чистки межзубных промежутков 2 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;1 989 ₽
24-03-2022;;Алфлутоп раствор для инъекций ампулы 10 мг/мл 1 мл 10 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BB%D1%84%D0%BB%D1%83%D1%82%D0%BE%D0%BF;Москва;2 612 ₽
24-03-2022;;Алфлутоп раствор для инъекций ампулы 2 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BB%D1%84%D0%BB%D1%83%D1%82%D0%BE%D0%BF;Москва;3 064 ₽
24-03-2022;;Алфлутоп раствор для инъекций 2 мл 10 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BB%D1%84%D0%BB%D1%83%D1%82%D0%BE%D0%BF;Москва;4 758 ₽
24-03-2022;;Хондрогард раствор для внутримышечного введения ампулы 1 мл 10 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B3%D0%B0%D1%80%D0%B4;Москва;2 154 ₽
24-03-2022;;Хондрогард раствор для внутримышечного введения ампулы 2 мл 10 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B3%D0%B0%D1%80%D0%B4;Москва;3 547 ₽
24-03-2022;;Хондрогард раствор 0,1 мг/мл 2 мл 25 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B3%D0%B0%D1%80%D0%B4;Москва;5 379 ₽
24-03-2022;;Драстоп раствор 100 мг/мл ампулы 2 мл 10 шт;36 и 6;https://366.ru/search/?text=%D0%B4%D1%80%D0%B0%D1%81%D1%82%D0%BE%D0%BF;Москва;1 742 ₽
24-03-2022;;Драстоп Адванс таблетки 1640 мг 30 шт;36 и 6;https://366.ru/search/?text=%D0%B4%D1%80%D0%B0%D1%81%D1%82%D0%BE%D0%BF;Москва;2 086 ₽
24-03-2022;;Мукосат раствор для инъекций ампулы 2 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Москва;1 424 ₽
24-03-2022;;Мукосат раствор для внутримышечного введения ампулы 1 мл 10 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Москва;1 613 ₽
24-03-2022;;Мукосат капсулы №80;36 и 6;https://366.ru/search/?text=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Москва;2 845 ₽
24-03-2022;;Мукосат раствор для инъекций ампулы 2 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Москва;1 271 ₽
24-03-2022;;Мукосат раствор для инъекций ампулы 1 мл 10 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Москва;1 509 ₽
24-03-2022;;МУКОСАТ Р-Р Д/В/М И В/С ВВЕД 100МГ/МЛ АМП 2МЛ №25;36 и 6;https://366.ru/search/?text=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Москва;4 130 ₽
24-03-2022;;МУКОСАТ Р-Р Д/В/М И В/С ВВЕД 100МГ/МЛ АМП 2МЛ №10;36 и 6;https://366.ru/search/?text=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Москва;2 063 ₽
24-03-2022;;Румалон раствор для внутримышечного введения ампулы 1 мл 10 шт;36 и 6;https://366.ru/search/?text=%D1%80%D1%83%D0%BC%D0%B0%D0%BB%D0%BE%D0%BD;Москва;3 916 ₽
24-03-2022;;Румалон раствор ампулы 1 мл 25 шт (полный курс);36 и 6;https://366.ru/search/?text=%D1%80%D1%83%D0%BC%D0%B0%D0%BB%D0%BE%D0%BD;Москва;6 188 ₽
24-03-2022;;Терафлекс капсулы 200 шт;36 и 6;https://366.ru/search/?text=%D0%B4%D0%BE%D0%BD%D0%B0;Москва;5 993 ₽
24-03-2022;;Дона таблетки 750 мг 60 шт;36 и 6;https://366.ru/search/?text=%D0%B4%D0%BE%D0%BD%D0%B0;Москва;2 615 ₽
24-03-2022;;Дона таблетки 750 мг 180 шт;36 и 6;https://366.ru/search/?text=%D0%B4%D0%BE%D0%BD%D0%B0;Москва;5 114 ₽
24-03-2022;;Дона раствор для инъекций 200 мг/2 мл ампулы 2 мл 6 шт;36 и 6;https://366.ru/search/?text=%D0%B4%D0%BE%D0%BD%D0%B0;Москва;2 817 ₽
24-03-2022;;Дона порошок для приготовления раствора для приема внутрь 1,5 г 20 шт;36 и 6;https://366.ru/search/?text=%D0%B4%D0%BE%D0%BD%D0%B0;Москва;2 907 ₽
24-03-2022;;Инъектран раствор 100 мг/мл 2 мл 10 шт;36 и 6;https://366.ru/search/?text=%D0%B8%D0%BD%D1%8A%D0%B5%D0%BA%D1%82%D1%80%D0%B0%D0%BD;Москва;2 272 ₽
24-03-2022;;Хондролон 0,1 мг ампулы лиофил 10 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%BB%D0%BE%D0%BD;Москва;1 576 ₽
24-03-2022;;Хондролон гель 50 мл;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%BB%D0%BE%D0%BD;Москва;301 ₽
24-03-2022;;Артогистан раствор 0,1/мл 1 мл ампулы 10 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D1%80%D1%82%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B0%D0%BD;Москва;1 608 ₽
24-03-2022;;Артогистан раствор ампулы 0,1/мл 2 мл 10 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D1%80%D1%82%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B0%D0%BD;Москва;2 005 ₽
24-03-2022;;Амбене Био раствор для инъекций 0,1 г/мл 1 мл 10 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;2 680 ₽
24-03-2022;;Эвалар БИО чай успокаивающий фильтр-пакет 2 г 20 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;330 ₽
24-03-2022;;Эвалар Чай Био при кашле 2,0 фильтр-пакет 20 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;460 ₽
24-03-2022;;Эвалар БИО чай контроль аппетита фильтр-пакет 1,5 г 20 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;318 ₽
24-03-2022;;Эвалар БИО чай для почек фильтр-пакет 1,5 г 20 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;399 ₽
24-03-2022;;Bio-Oil масло косметическое 125 мл;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;1 896 ₽
24-03-2022;;Био-ойл масло косметическое от растяжек, 60 мл;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;1 059 ₽
24-03-2022;;Эвалар БИО чай лактомама фильтр-пакет 1,5 г 20 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;437 ₽
24-03-2022;;Эвалар БИО чай снижение мочевой кислоты 20 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;458 ₽
24-03-2022;;Сустамед био-бальзам для тела с барсучим жиром 75 мл;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;220 ₽
24-03-2022;;Корега Био Формула таблетки 30 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;707 ₽
24-03-2022;;Bio-Oil масло косметическое 200 мл;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;2 547 ₽
24-03-2022;;Эвалар БИО чай гипотензивные травы фильтр-пакет 1,5 г 20 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;450 ₽
24-03-2022;;Эвалар БИО чай для сердца фильтр-пакет 1,5 г 20 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;448 ₽
24-03-2022;;Эвалар БИО чай очищение фильтр-пакет 1,5 г 20 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;411 ₽
24-03-2022;;Эвалар БИО чай желудочно-кишечный фильтр-пакет 1,8 г 20 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;408 ₽
24-03-2022;;Нормалайзер био бад;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;25 567 ₽
24-03-2022;;Юнона био Т Спираль внутриматочная;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;495 ₽
24-03-2022;;Унитекс Максибуст био капсулы 90 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;2 917 ₽
24-03-2022;;Юнона Био-Т спираль внутриматочная 380;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;851 ₽
24-03-2022;;Эвалар Атероклефит БИО капсулы 60 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;1 064 ₽
24-03-2022;;ВитаМишки Био+  пастилки 60 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;1 731 ₽
24-03-2022;;Эвалар Атероклефит БИО капсулы 30 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;722 ₽
24-03-2022;;Альпина спринцовка ирригационная 320 мл;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;962 ₽
24-03-2022;;ВитаМишки BIO+ Пребиотик пастилки жевательные 30 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;1 247 ₽
24-03-2022;;S&N карандаш био керамический с маслами;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;3 011 ₽
24-03-2022;;Nature Care прокладки био-хлопок супер 12;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;439 ₽
24-03-2022;;Унитекс олиосептил цитрус актив био 50 мл;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;4 293 ₽
24-03-2022;;Юнона Био-Т AG спираль Тип-2;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;936 ₽
24-03-2022;;Alerana  Шампунь БИО Кератин Восстановление 250 мл;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B1%D0%B5%D0%BD%D0%B5+%D0%B1%D0%B8%D0%BE;Москва;1 079 ₽
24-03-2022;;Стандарт Здоровья Артро-мио 675 мг 40 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;824 ₽
24-03-2022;;Сустагард Артро порошок 1,5 г 20 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;2 243 ₽
24-03-2022;;Артро-актив питание суставов таблетки 500 мг 40 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;868 ₽
24-03-2022;;Сустагард Артро раствор для внутримышечного введения 200 мг/1 мл ампулы 2 мл 5 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;2 086 ₽
24-03-2022;;Артро-Актив крем-бальзам 35 г;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;532 ₽
24-03-2022;;Артро-Актив бальзам масляный 20 г;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;499 ₽
24-03-2022;;Артро-актив капсулы 300 мг 36 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;417 ₽
24-03-2022;;АРТРА таблетки 120 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;3 520 ₽
24-03-2022;;Артра таблетки покрытые оболочкой 60 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;3 167 ₽
24-03-2022;;Артра МСМ таблетки 60 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;3 464 ₽
24-03-2022;;Ортомол Артро Плюс гранулят и капсулы 30 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;8 500 ₽
24-03-2022;;Doppelherz vip артро коллаген жидкость 25 мл 30 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;4 093 ₽
24-03-2022;;Терафлекс капсулы 100 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;4 417 ₽
24-03-2022;;Терафлекс капсулы 60 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;3 012 ₽
24-03-2022;;Терафлекс капсулы 200 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;5 993 ₽
24-03-2022;;Терафлекс Адванс капсулы 120 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;4 900 ₽
24-03-2022;;Терафлекс Адванс капсулы 60 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;3 108 ₽
24-03-2022;;Stelmas вода детская 1,5 л;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;91 ₽
24-03-2022;;BioVita плюс  вода минеральная негазированная 1,5 л;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;94 ₽
24-03-2022;;Фламакс ампулы 50 мг/2 мл 5 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;165 ₽
24-03-2022;;Фруктовая энергия Фрутилад батончик с облепихой 30 г;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;62 ₽
24-03-2022;;Артогистан раствор 0,1/мл 1 мл ампулы 10 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;1 608 ₽
24-03-2022;;Артогистан раствор ампулы 0,1/мл 2 мл 10 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;2 005 ₽
24-03-2022;;Диклофенак суппозитории ректальные 50 мг 10 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;81 ₽
24-03-2022;;Артрозилен пена 15% 25 мл;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;1 673 ₽
24-03-2022;;Мелоксикам-солофарм раствор для инъекций 1,5 мл 5 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;567 ₽
24-03-2022;;Диклофенак суппозитории ректальные 100 мг 10 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;87 ₽
24-03-2022;;Кетофрил таблетки 10 мг 20 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;116 ₽
24-03-2022;;Найсулид таблетки 100 мг 20 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;414 ₽
24-03-2022;;Немулекс гранулы для суспензии 100 мг 4 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D1%82%D1%80%D0%B0%D0%B3%D0%B0%D1%80%D0%B4+%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;349 ₽
24-03-2022;;Артрадол лиофилизат для приготовления раствора для внутримышечного введения 100 мг №10 амп;36 и 6;https://366.ru/search/?text=%D0%B0%D1%80%D1%82%D1%80%D0%B0%D0%B4%D0%BE%D0%BB;Москва;1 727 ₽
24-03-2022;;Артрадол лиофилизат для приготовления раствора для внутримышечного введения 100 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D1%80%D1%82%D1%80%D0%B0%D0%B4%D0%BE%D0%BB;Москва;2 464 ₽
24-03-2022;;Цинка сульфат капли глазные 0,25% 5 мл;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;170 ₽
24-03-2022;;Магния сульфат порошок 25 г;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;55 ₽
24-03-2022;;Магния сульфат порошок 25 г;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;33 ₽
24-03-2022;;Глюкозамин-Хондроитин плюс таблетки 75 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%BE%D0%BD%D0%B4%D1%80%D0%BE%D0%B8%D1%82%D0%B8%D0%BD%D0%B0+%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D1%82;Москва;4 358 ₽
